filename,flatness,band_energy,ridge_length,rolloff,bandwidth,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label
match2_whistle_0001.mp4,0.0101849772036075,-43.17733001708984,54,4354.23504125292,2145.963431326122,-84.13662719726562,99.0653076171875,-14.437005043029783,19.9832820892334,-22.985239028930664,1
match2_whistle_0002.mp4,0.0017676367424428,-46.4167594909668,43,4402.150800151209,2037.5458416736235,-189.8340759277344,99.24591827392578,9.387755393981934,64.01026916503906,-11.8096284866333,1
match2_whistle_0003.mp4,0.0075417351908981,-43.99576187133789,51,3745.5810546875,1958.060060859484,-121.15470123291016,125.77099609375,-18.575035095214844,43.72697067260742,-13.236515998840332,1
match2_whistle_0004.mp4,0.0160289071500301,-34.883575439453125,45,4934.859306867733,2302.0896882452003,-105.74111938476562,101.71444702148438,-12.924025535583496,47.13755798339844,-20.387086868286133,0
match2_whistle_0005.mp4,0.0127453841269016,-44.476837158203125,47,4508.269708806818,2192.3155302596983,-58.59491729736328,101.67572784423828,-30.93835830688477,6.274321556091309,-22.209453582763672,1
match2_whistle_0006.mp4,0.005648551043123,-44.820560455322266,61,4223.995584837148,2065.621900524852,-182.50363159179688,112.97840881347656,-10.47898292541504,39.56853485107422,-24.943172454833984,1
match2_whistle_0007.mp4,0.0038727775681763,-44.946868896484375,47,4410.873811141304,2035.3849837496653,-202.8208923339844,113.94698333740234,-4.589513301849365,47.44657516479492,-19.33089828491211,1
match2_whistle_0008.mp4,0.0096763195469975,-46.63352584838867,43,4226.682775160845,2098.550220670208,-92.09773254394533,114.87887573242188,-25.989910125732425,15.382503509521484,-23.17098426818848,1
match2_whistle_0009.mp4,0.0056438408792018,-42.47078704833984,27,3752.16064453125,1979.2593751412928,-66.64152526855469,127.6808624267578,-34.27116394042969,3.2746644020080566,-34.76902389526367,1
match2_whistle_0010.mp4,0.0078601595014333,-43.81118392944336,31,4456.53190612793,2174.541373190966,-98.82766723632812,104.04886627197266,-22.769939422607425,31.25312042236328,-17.17997169494629,0
match2_whistle_0011.mp4,0.0101140877231955,-45.28348922729492,54,4914.873265508396,2273.85557167206,-48.90920639038086,95.34937286376952,-25.48224449157715,5.685327529907227,-28.243284225463867,1
match2_whistle_0012.mp4,0.0058897174894809,-38.7622184753418,88,3964.629217918883,1898.44385019429,-119.61112213134766,113.41297149658205,-42.229339599609375,31.836599349975582,-21.9716796875,1
match2_whistle_0013.mp4,0.0057707163505256,-43.10559844970703,49,4039.348038383152,2000.9885876531664,-127.9072265625,112.35216522216795,-26.43320655822754,43.67778396606445,-15.472543716430664,1
match2_whistle_0014.mp4,0.0074443677440285,-46.049991607666016,47,4220.25146484375,2090.8877517968126,-58.74119186401367,115.31490325927734,-34.33194732666016,-2.0680415630340576,-33.867557525634766,1
match2_whistle_0015.mp4,0.0046736970543861,-46.1259651184082,51,4437.63427734375,2195.9003079931485,-87.49130249023438,104.05947875976562,-18.503347396850582,23.596813201904297,-21.939903259277344,1
match2_whistle_0016.mp4,0.0087026823312044,-42.15566635131836,51,3894.511471518988,2045.498229160238,-84.52840423583984,126.487060546875,-25.94474029541016,17.489749908447266,-24.162199020385746,1
match2_whistle_0017.mp4,0.0069011193700134,-43.44353485107422,45,4378.9921875,2157.7210667201102,-143.51638793945312,111.099365234375,-7.99176025390625,42.49689102172852,-16.927167892456055,1
match2_whistle_0018.mp4,0.0062322854064404,-41.79999542236328,32,3738.565528998941,1898.89117754972,-100.34617614746094,113.62322998046876,-37.22019577026367,39.9268913269043,-3.038433790206909,0
match2_whistle_0019.mp4,0.0063945562578737,-47.471954345703125,57,3838.147962415541,1903.092782382216,-104.83032989501952,122.73133850097656,-37.89704132080078,39.02922058105469,-13.585969924926758,1
match2_whistle_0020.mp4,0.0105914380401372,-38.83927154541016,72,4664.874822443182,2252.743673349412,-87.67149353027344,106.77574920654295,-21.30938148498535,30.686189651489254,-20.85064697265625,0
match2_whistle_0021.mp4,0.0081735327839851,-43.91595458984375,43,4451.512744758703,2157.734469272124,-48.99082946777344,104.87308502197266,-30.130510330200195,13.086570739746094,-19.298717498779297,1
match2_whistle_0022.mp4,0.0023853408638387,-49.06294631958008,50,3649.0744519589553,2033.2533074541225,-146.3605194091797,122.72637176513672,-5.171020984649658,42.85387420654297,-13.552786827087402,1
match2_whistle_0023.mp4,0.0071395342238247,-44.57054138183594,51,4138.357167701199,2131.4772133667657,-113.6925811767578,119.73845672607422,-23.871137619018555,24.71199989318848,-6.026815414428711,0
match2_whistle_0024.mp4,0.0119669586420059,-40.59747314453125,61,3961.7927102481617,2052.854961049928,-53.45193862915039,115.4508819580078,-39.771366119384766,13.72426986694336,-24.4493350982666,1
match2_whistle_0025.mp4,0.0048978286795318,-42.60031509399414,40,3647.724609375,2031.270921599836,-110.4347686767578,119.7142333984375,-17.716094970703125,40.938995361328125,-6.78838586807251,1
match2_whistle_0026.mp4,0.0119411228224635,-41.39273071289063,45,4550.527556046196,2226.198614049609,-59.553836822509766,108.26386260986328,-25.32819938659668,5.873414993286133,-33.597206115722656,1
match2_whistle_0027.mp4,0.0183523558080196,-44.00679016113281,46,4699.801025390625,2127.7127991191587,-79.66812133789062,99.2269058227539,-36.54611587524414,32.415950775146484,-24.131946563720703,0
match2_whistle_0028.mp4,0.0065402328036725,-44.98989486694336,43,4319.257736206055,2144.616223050918,-64.6135025024414,108.67882537841795,-28.67259979248047,16.45923614501953,-28.15913772583008,1
match2_whistle_0029.mp4,0.0088898120447993,-39.83632659912109,41,4143.26171875,2147.9041267471,-134.8316192626953,107.69430541992188,-24.044904708862305,34.994224548339844,-20.12907600402832,1
match2_whistle_0030.mp4,0.0060953083448112,-45.42594909667969,41,4073.0984157986113,2010.1173282918676,-121.95184326171876,114.63897705078124,-22.50341415405273,37.92556381225586,-18.758081436157227,1
match2_whistle_0031.mp4,0.0066131185740232,-48.06747817993164,42,4238.171768188477,2140.5383640094024,-106.36749267578124,108.42933654785156,-26.375537872314453,27.51022720336914,-15.413966178894045,1
match2_whistle_0032.mp4,0.0065058637410402,-44.92195510864258,48,3657.1028859991775,1946.5762782909835,-72.559326171875,122.62593841552734,-35.54203414916992,22.682527542114254,-17.76848030090332,1
match2_whistle_0033.mp4,0.0022522532381117,-49.66293716430664,49,3591.5027618408203,1990.2782090662204,-120.7194366455078,122.28893280029295,-21.42123794555664,42.68537902832031,-9.451289176940918,1
match2_whistle_0034.mp4,0.0081280199810862,-40.93849563598633,86,4231.570742545871,2109.1474394790685,-50.16801834106445,115.9266586303711,-31.863357543945312,7.136945724487305,-30.2968864440918,1
match2_whistle_0035.mp4,0.0093818474560976,-43.407833099365234,71,3901.6156730005296,2013.7626506189404,-100.79120635986328,115.72449493408205,-30.806716918945312,21.22454643249512,-26.3300724029541,1
match2_whistle_0036.mp4,0.0113629214465618,-36.72354507446289,83,4777.251797970211,2204.054733720118,-116.68810272216795,117.36741638183594,-12.953299522399902,39.150917053222656,-19.995847702026367,1
match2_whistle_0037.mp4,0.0057952306233346,-46.21110534667969,54,3689.5263671875,1874.8706129989123,-166.716796875,137.32147216796875,-10.547077178955078,38.06755447387695,-17.78842544555664,0
match2_whistle_0038.mp4,0.0159422717988491,-38.01423263549805,53,4096.470662992295,2017.9710945067063,-61.73884963989258,109.94363403320312,-47.86043167114258,12.89292812347412,-17.360525131225586,1
match2_whistle_0039.mp4,0.0074079018086194,-43.47084045410156,63,3940.879456426057,2074.929564124754,-111.04065704345705,114.79273986816406,-23.205055236816406,26.864730834960938,-17.308509826660156,1
match2_whistle_0040.mp4,0.0051716375164687,-43.36851501464844,36,3983.642578125,2053.337390841118,-147.13209533691406,112.84990692138672,-17.0869083404541,39.58113098144531,-16.982257843017578,1
match2_whistle_0041.mp4,0.0079992488026618,-45.317291259765625,56,3836.8016989834337,1944.7702642544373,-76.06112670898438,125.73865509033205,-29.866640090942383,34.84767150878906,-19.27071762084961,0
match2_whistle_0042.mp4,0.0065837372094392,-40.3386116027832,55,4269.7052001953125,2229.589051974732,-80.34349060058594,114.14933013916016,-12.473906517028809,27.3701171875,-27.509986877441406,1
match2_whistle_0043.mp4,0.0205815527588129,-40.46837615966797,34,4551.8499755859375,2162.1253148751725,-128.17752075195312,106.8911361694336,-22.363224029541016,33.79529571533203,-18.709461212158203,1
match2_whistle_0044.mp4,0.0063854125328361,-44.095027923583984,35,4126.125266335227,2099.489395491816,-109.64845275878906,111.43049621582033,-12.513187408447266,40.6714096069336,-20.727689743041992,1
match2_whistle_0045.mp4,0.0075067160651087,-43.827125549316406,33,3992.9736328125,2018.2804728449928,-101.20628356933594,118.4490203857422,-21.1845645904541,42.51932144165039,-20.406835556030277,1
match2_whistle_0046.mp4,0.0062832841649651,-42.59120941162109,89,3792.6611784462616,1957.5289424365096,-73.07966613769531,126.77839660644533,-34.097267150878906,23.133703231811523,-26.01360893249512,1
match2_whistle_0047.mp4,0.0078052692115306,-40.72916030883789,46,4178.084188432836,2144.354258088387,-109.94881439208984,113.28446197509766,-20.092344284057617,35.78419494628906,-13.889852523803713,1
match2_whistle_0048.mp4,0.0077974540181458,-45.69528198242188,37,4161.705603966346,2116.0978019548347,-60.864219665527344,116.49031066894533,-24.88464736938477,22.63655662536621,-22.69598388671875,1
match2_whistle_0049.mp4,0.0086773103103041,-44.51899719238281,50,4096.422729492188,2146.5702855205345,-70.1954574584961,108.9238510131836,-30.438060760498047,21.13336753845215,-13.354333877563477,1
match2_whistle_0050.mp4,0.0088228425011038,-41.859493255615234,46,4274.167165448589,2108.798759961516,-120.83623504638672,111.47547912597656,-23.40420913696289,50.4076042175293,-8.149784088134766,0
match2_whistle_0051.mp4,0.0080677131190896,-44.46430969238281,31,3747.142313294492,1912.1789964052675,-96.00214385986328,129.41323852539062,-38.3876953125,24.572111129760746,-12.50148105621338,0
match2_whistle_0052.mp4,0.0033212886191904,-42.59039688110352,81,4095.6988584648057,2051.1333078788166,-95.90774536132812,105.89716339111328,-23.66181945800781,25.54815101623535,-21.48460960388184,1
match2_whistle_0053.mp4,0.0129871712997555,-41.36562347412109,62,4199.297607421875,2060.3718374226983,-78.14129638671875,110.83018493652344,-36.0900993347168,30.054821014404297,-10.725115776062012,0
match2_whistle_0054.mp4,0.0031132951844483,-46.194313049316406,27,4092.868970788044,2129.727350531604,-87.3448257446289,117.5325698852539,-22.040620803833008,12.544897079467772,-37.15849685668945,1
