filename,rms,flatness,centroid,band_energy,peak_freq,ridge_length,grad_t,grad_f,rolloff,bandwidth,zcr,contrast,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label
match2_whistle_0001.mp4,0.1606343686580658,0.01018497720360756,2420.351158333145,-43.177330017089844,4091.30859375,54,1.8599389791488647,5.047855377197266,4354.23504125292,2145.963431326122,0.1896037164135514,21.930105287309093,0.0244883722626507,-84.13662719726562,99.0653076171875,-14.437005043029785,19.9832820892334,-22.985239028930664,1
match2_whistle_0002.mp4,0.1176295205950737,0.0017676367424428463,2448.4134381944696,-46.4167594909668,4080.5419921875,43,1.8278887271881104,5.072696685791016,4402.150800151209,2037.5458416736235,0.20973517305107528,22.700336982074596,0.02350042218401019,-189.83407592773438,99.24591827392578,9.387755393981934,64.01026916503906,-11.8096284866333,1
match2_whistle_0003.mp4,0.11101680248975754,0.00754173519089818,1901.9614649725793,-43.99576187133789,4112.841796875,51,1.8678818941116333,4.811481475830078,3745.5810546875,1958.0600608594837,0.13316514756944445,21.67601077386892,-0.0013309591173850939,-121.15470123291016,125.77099609375,-18.575035095214844,43.72697067260742,-13.236515998840332,1
match2_whistle_0004.mp4,0.09373624622821808,0.016028907150030136,2505.3632060432374,-34.883575439453125,4102.0751953125,45,1.8687517642974854,4.647119045257568,4934.859306867733,2302.0896882452003,0.16351176417151161,22.33688640142346,0.011401539131269178,-105.74111938476562,101.71444702148438,-12.924025535583496,47.13755798339844,-20.387086868286133,0
match2_whistle_0005.mp4,0.15991808474063873,0.012745384126901627,2199.2112322978132,-44.476837158203125,3682.177734375,47,1.8168081045150757,5.0072126388549805,4508.269708806818,2192.3155302596983,0.12446732954545454,23.237110717731035,-0.007473794617901268,-58.59491729736328,101.67572784423828,-30.938358306884766,6.274321556091309,-22.209453582763672,1
match2_whistle_0006.mp4,0.0666794702410698,0.005648551043123007,2344.209721529296,-44.820560455322266,4069.775390625,61,1.806409478187561,5.00543212890625,4223.995584837148,2065.6219005248518,0.20704500440140844,22.549612189249203,0.022654784204090325,-182.50363159179688,112.97840881347656,-10.478982925415039,39.56853485107422,-24.943172454833984,1
match2_whistle_0007.mp4,0.06340518593788147,0.0038727775681763887,2320.3344575459755,-44.946868896484375,3639.111328125,47,1.8007649183273315,5.174748420715332,4410.873811141304,2035.3849837496655,0.21460314764492755,22.876427534793745,0.02311699942696793,-202.82089233398438,113.94698333740234,-4.589513301849365,47.44657516479492,-19.33089828491211,1
match2_whistle_0008.mp4,0.1342519074678421,0.009676319546997547,2037.086390873279,-46.63352584838867,4059.0087890625,43,1.8406174182891846,5.105884075164795,4226.682775160845,2098.550220670208,0.12241498161764706,22.30208099523439,-0.005440331435131081,-92.09773254394531,114.87887573242188,-25.989910125732422,15.382503509521484,-23.170984268188477,1
match2_whistle_0009.mp4,0.1587667018175125,0.005643840879201889,1900.728358352786,-42.470787048339844,4155.908203125,27,1.8667711019515991,5.089315414428711,3752.16064453125,1979.2593751412926,0.1254730224609375,22.924659198412016,0.014620940152639483,-66.64152526855469,127.68086242675781,-34.27116394042969,3.2746644020080566,-34.76902389526367,1
match2_whistle_0010.mp4,0.13920661807060242,0.007860159501433372,2190.5568485951626,-43.81118392944336,3843.6767578125,31,1.8427786827087402,4.724846363067627,4456.53190612793,2174.541373190966,0.11217498779296875,22.755601323596345,0.03536806256891134,-98.82766723632812,104.04886627197266,-22.769939422607422,31.25312042236328,-17.17997169494629,0
match2_whistle_0011.mp4,0.18147724866867065,0.010114087723195553,2319.0753139312255,-45.28348922729492,4112.841796875,54,1.8604295253753662,5.118441581726074,4914.873265508396,2273.8555716720593,0.12114476445895522,23.951194536316393,-0.015179034006516384,-48.90920639038086,95.34937286376953,-25.48224449157715,5.685327529907227,-28.243284225463867,1
match2_whistle_0012.mp4,0.11283061653375626,0.005889717489480972,2274.7335292022735,-38.7622184753418,4209.7412109375,88,1.8352926969528198,5.015783786773682,3964.629217918883,1898.44385019429,0.18547934674202127,23.266869833484616,-0.000920103867121162,-119.61112213134766,113.41297149658203,-42.229339599609375,31.836599349975586,-21.9716796875,1
match2_whistle_0013.mp4,0.0958477035164833,0.005770716350525618,2294.48129811783,-43.10559844970703,4059.0087890625,49,1.8409342765808105,4.96870231628418,4039.348038383152,2000.9885876531664,0.19280209748641305,22.448270662341606,0.012020889477750244,-127.9072265625,112.35216522216797,-26.43320655822754,43.67778396606445,-15.472543716430664,1
match2_whistle_0014.mp4,0.16938461363315582,0.007444367744028568,2038.8312313286103,-46.049991607666016,3703.7109375,47,1.7997294664382935,4.971779823303223,4220.25146484375,2090.8877517968126,0.12196568080357142,22.891650333297033,0.008926658596480308,-58.74119186401367,115.31490325927734,-34.331947326660156,-2.0680415630340576,-33.867557525634766,1
match2_whistle_0015.mp4,0.1602451354265213,0.004673697054386139,2075.0995068224997,-46.1259651184082,4059.0087890625,51,1.7742551565170288,5.05048942565918,4437.63427734375,2195.9003079931485,0.11670600043402778,23.945389169575797,-0.00742102753654489,-87.49130249023438,104.05947875976562,-18.503347396850586,23.596813201904297,-21.939903259277344,1
match2_whistle_0016.mp4,0.12253525853157043,0.008702682331204414,1911.5265406653546,-42.15566635131836,3714.4775390625,51,1.8150534629821777,4.986886501312256,3894.5114715189875,2045.498229160238,0.12488256526898735,21.979377701521678,0.005115237002817429,-84.52840423583984,126.487060546875,-25.944740295410156,17.489749908447266,-24.162199020385742,1
match2_whistle_0017.mp4,0.0907098799943924,0.006901119370013475,2272.434409842225,-43.44353485107422,4091.30859375,45,1.8176121711730957,5.0612897872924805,4378.9921875,2157.7210667201102,0.18677734375,22.727869182810135,0.009479737969454869,-143.51638793945312,111.099365234375,-7.99176025390625,42.496891021728516,-16.927167892456055,1
match2_whistle_0018.mp4,0.1370108723640442,0.0062322854064404964,1943.635561744612,-41.79999542236328,3649.8779296875,32,1.786662220954895,4.777398586273193,3738.565528998941,1898.8911775497202,0.12324549788135593,23.53724416354696,0.002645957373746394,-100.34617614746094,113.62322998046875,-37.22019577026367,39.9268913269043,-3.038433790206909,0
match2_whistle_0019.mp4,0.11681284755468369,0.006394556257873774,2022.473341516806,-47.471954345703125,3628.3447265625,57,1.8275535106658936,5.15084981918335,3838.1479624155404,1903.0927823822158,0.15688344594594594,23.555658414821476,-0.004087821125664297,-104.83032989501953,122.73133850097656,-37.89704132080078,39.02922058105469,-13.585969924926758,1
match2_whistle_0020.mp4,0.13586534559726715,0.010591438040137291,2322.490782101995,-38.839271545410156,3692.9443359375,72,1.8617721796035767,4.833460330963135,4664.874822443182,2252.743673349412,0.13275600464876033,22.84896985212842,0.0034350877331237933,-87.67149353027344,106.77574920654297,-21.30938148498535,30.686189651489258,-20.85064697265625,0
match2_whistle_0021.mp4,0.18322880566120148,0.008173532783985138,2123.568966716409,-43.91595458984375,3660.64453125,43,1.824122428894043,5.043234825134277,4451.512744758703,2157.734469272124,0.11444941653481013,23.75555808740237,-0.0055199504102056525,-48.99082946777344,104.87308502197266,-30.130510330200195,13.086570739746094,-19.298717498779297,1
match2_whistle_0022.mp4,0.11664208024740219,0.002385340863838792,1977.373758518201,-49.06294631958008,4069.775390625,50,1.8084181547164917,4.97216796875,3649.0744519589553,2033.2533074541225,0.14362756529850745,22.896499384687196,-0.015405721666485676,-146.3605194091797,122.72637176513672,-5.171020984649658,42.85387420654297,-13.552786827087402,1
