filename,rms,flatness,centroid,band_energy,peak_freq,ridge_length,grad_t,grad_f,rolloff,bandwidth,zcr,contrast,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label
match7_ambig_0001.mp4,0.07876233756542206,0.005908770486712456,1593.0389342865312,-44.75291061401367,4048.2421875,26,1.9152582883834839,4.594908714294434,3703.7109375,2160.0963693320364,0.06461958451704546,21.001605605469727,-0.00296937287637418,-181.54095458984375,126.45319366455078,9.294007301330566,34.23978042602539,-7.917995929718018,0
match7_ambig_0002.mp4,0.053629305213689804,0.013410449959337711,2188.7701430744114,-39.48756790161133,3617.578125,29,1.8739498853683472,4.730057716369629,3853.2730765964675,1936.3069512482302,0.15432871942934784,22.470011925048684,0.010443005266144416,-153.65853881835938,111.71714782714844,-43.0029411315918,23.367229461669922,-17.253387451171875,0
match7_ambig_0003.mp4,0.10736207664012909,0.01097194105386734,2055.6180675902406,-47.80409240722656,3703.7109375,29,1.8436158895492554,4.707341194152832,4141.7919921875,2071.359854849921,0.09705946180555555,21.4670711395499,-0.03064310178813337,-114.95072937011719,107.73548126220703,-38.68629837036133,-0.9686243534088135,-26.70331573486328,0
match7_ambig_0004.mp4,0.10498959571123123,0.005233168601989746,1673.1794182483245,-51.65924072265625,3736.0107421875,21,1.809762954711914,4.687075138092041,3222.3541259765625,1725.5159050428701,0.08991495768229167,21.280989530506535,7.756443611838163e-05,-127.19989013671875,136.3358154296875,-43.5920295715332,8.014498710632324,-26.85565185546875,0
match7_ambig_0005.mp4,0.11375365406274796,0.005692537873983383,1849.6280488701352,-47.80952835083008,4198.974609375,32,1.850814938545227,4.763378143310547,3686.4395141601562,2037.4858795317577,0.087310791015625,22.304424434523177,-0.00010367269699542884,-133.610107421875,122.1104965209961,-22.955595016479492,22.482498168945312,-11.294681549072266,0
match7_ambig_0006.mp4,0.13432539999485016,0.0033690889831632376,1679.073445597626,-52.866729736328125,3811.376953125,31,1.9164499044418335,4.3755693435668945,3538.3837890625,2000.313917465345,0.06931423611111111,21.182114446743995,0.0027686496432721467,-155.57911682128906,124.63248443603516,-6.210381507873535,-5.080304145812988,-46.507476806640625,0
match7_ambig_0007.mp4,0.09642140567302704,0.011031371541321278,2056.9615866899635,-44.83866882324219,3660.64453125,35,1.9064767360687256,4.765855312347412,4246.047192950581,2090.555834937496,0.10499182412790697,23.121229063723952,-0.00043949674642943036,-123.18470764160156,110.0340347290039,-23.174257278442383,25.78230094909668,-18.023195266723633,0
match7_ambig_0008.mp4,0.04395892471075058,0.008212877437472343,2321.6448582883854,-41.14958953857422,3736.0107421875,36,1.8437058925628662,4.84588623046875,4588.2470703125,2182.740281853086,0.14867621527777777,22.494365748195357,-0.0012919130924176684,-207.61355590820312,112.42877960205078,-10.829080581665039,29.712825775146484,-26.594907760620117,0
match7_ambig_0009.mp4,0.08401902765035629,0.00394950108602643,1698.4924044854313,-50.661590576171875,3768.310546875,32,1.8939812183380127,4.599843502044678,3284.0128580729165,1801.2501151052963,0.07997866030092593,22.68106242734005,0.015139706468383949,-172.42015075683594,129.2637176513672,-35.01201629638672,14.63227653503418,-20.21004867553711,0
match7_ambig_0010.mp4,0.04203861206769943,0.009447199292480946,2164.254779133396,-50.520668029785156,4242.041015625,34,1.9853533506393433,4.674526214599609,4578.715556376689,2318.7078715324274,0.12997519003378377,21.613004413159388,-0.017019314271736273,-249.121826171875,103.5412368774414,2.8931241035461426,37.334877014160156,-6.746300220489502,0
match7_ambig_0011.mp4,0.10243108123540878,0.008976426906883717,1882.2954744933218,-46.274837493896484,3736.0107421875,41,1.797554612159729,4.6477155685424805,3369.7431456367926,1694.1571186940075,0.11662551591981132,22.440258127576517,0.009164724156744436,-128.70555114746094,122.64115905761719,-62.32270812988281,27.359859466552734,-4.389954090118408,0
match7_ambig_0012.mp4,0.023649366572499275,0.00702966982498765,2130.1250867489657,-38.343017578125,4382.0068359375,33,1.8199758529663086,4.594554424285889,3963.134765625,2149.3753419656778,0.15059988839285715,21.93129828470492,0.007667260334061564,-271.6438903808594,117.86457061767578,1.0506348609924316,43.798892974853516,-23.20798110961914,0
match7_ambig_0013.mp4,0.1323348730802536,0.009015528485178947,2142.9205464201077,-48.645023345947266,4198.974609375,38,1.7941631078720093,4.866927146911621,4425.0732421875,2202.4943177329114,0.11059205923507463,22.098052734191057,-0.011685289430372479,-109.2500991821289,104.92057800292969,-19.733089447021484,23.110626220703125,-13.614945411682129,0
match7_ambig_0014.mp4,0.04317636415362358,0.010433023795485497,1962.5320540970606,-40.36126708984375,3983.642578125,20,1.8274253606796265,4.862437725067139,3998.895263671875,2108.526342607321,0.10890028211805555,21.887801421133965,-0.0023468742464713027,-192.27841186523438,124.12174224853516,-20.266359329223633,23.44420623779297,-18.737892150878906,0
match7_ambig_0015.mp4,0.09656964242458344,0.01535286009311676,2355.3966210174485,-47.69667434692383,3725.244140625,53,1.8882309198379517,4.836544513702393,4790.183692642405,2243.8721571924966,0.13114987143987342,22.445623104754066,-0.02505878862912475,-135.27883911132812,96.13227844238281,-22.233993530273438,27.69576072692871,-15.923259735107422,1
match7_ambig_0016.mp4,0.06994418054819107,0.007300176657736301,2085.4909532304737,-42.93723678588867,3832.91015625,38,1.893193244934082,4.719105243682861,4258.763609541224,2129.4424926724114,0.12029379986702128,22.614936024657453,0.005707259182462199,-150.685791015625,119.98702239990234,-25.940061569213867,14.095996856689453,-24.201011657714844,0
